qid,en_label,ja_label,id_label,prefix,cleaned_input,tokiponized,toki_pona_label
Q135154340,Akiba Shrine,秋葉神社,Kuil Akiba,Kuil,akiba,Akipa,tomo sewi Akipa
Q135154600,Akiba Shrine,秋葉神社,Kuil Akiba,Kuil,akiba,Akipa,tomo sewi Akipa
Q135155815,Akiba Shrine,秋葉神社,Kuil Akiba,Kuil,akiba,Akipa,tomo sewi Akipa
Q135155247,Akiba Shrine,秋葉神社,Kuil Akiba,Kuil,akiba,Akipa,tomo sewi Akipa
Q135155332,Akiba Shrine,秋葉神社,Kuil Akiba,Kuil,akiba,Akipa,tomo sewi Akipa
Q135186229,Akiba Shrine,秋葉神社（合祀）,Kuil Akiba,Kuil,akiba,Akipa,tomo sewi Akipa
Q135258861,Akiba Shrine,秋葉神社,Kuil Akiba,Kuil,akiba,Akipa,tomo sewi Akipa
Q135259779,Akiba Shrine,秋葉神社,Kuil Akiba,Kuil,akiba,Akipa,tomo sewi Akipa
Q135260316,Akiba Shrine,秋葉神社,Kuil Akiba,Kuil,akiba,Akipa,tomo sewi Akipa
Q135461624,Akiba Shrine,秋葉神社,Kuil Akiba,Kuil,akiba,Akipa,tomo sewi Akipa
Q11595844,Akiba Shrine and Sanza Inari,秋葉神社・三座宮稲荷神社,Kuil Akiba dan Sanza Inari,Kuil,akibadansanzainari,Akipatansansanali,tomo sewi Akipatansansanali
Q112383656,Akiba- Shrine,秋葉神社,Kuil Akiba-,Kuil,akiba,Akipa,tomo sewi Akipa
Q107492338,Akibayama Shrine,秋葉山神社,Kuil Akibayama,Kuil,akibayama,Akipajama,tomo sewi Akipajama
Q110197348,Akiha Shrine,秋葉神社,Kuil Akiha,Kuil,akiha,Akipa,tomo sewi Akipa
Q134887423,Akiha Shrine,秋葉神社,Kuil Akiha,Kuil,akiha,Akipa,tomo sewi Akipa
Q134956077,Akiha Shrine,秋葉神社,Kuil Akiha,Kuil,akiha,Akipa,tomo sewi Akipa
Q134957363,Akiha Shrine,秋葉神社,Kuil Akiha,Kuil,akiha,Akipa,tomo sewi Akipa
Q500413,Akihasan Hongū Akiha Shrine,秋葉山本宮秋葉神社,Kuil Akihasan Hongū Akiha,Kuil,akihasanhongūakiha,Akipasanponkuwakipa,tomo sewi Akipasanponkuwakipa
Q135039978,Akiraishigami Shrine,晃石神社,Kuil Akiraishigami,Kuil,akiraishigami,Akilasikami,tomo sewi Akilasikami
Q135195105,Akirakuchi Shrine,明口神社,Kuil Akirakuchi,Kuil,akirakuchi,Akilakusi,tomo sewi Akilakusi
Q11657213,Akiru Shrine,阿伎留神社,Kuil Akiru,Kuil,akiru,Akilu,tomo sewi Akilu
Q135070119,Akishika Shrine,秋鹿神社,Kuil Akishika,Kuil,akishika,Akisika,tomo sewi Akisika
Q17191063,Akita Suwa-gū,秋田諏訪宮,Kuil Akita Suwa-gū,Kuil,akitasuwagū,Akitasuwaku,tomo sewi Akitasuwaku
Q85884553,Akitomi Shrine,飽富神社,Kuil Akitomi,Kuil,akitomi,Akitomi,tomo sewi Akitomi
Q11595179,Akitsu Shrine,秋津神社,Kuil Akitsu,Kuil,akitsu,Akitu,tomo sewi Akitu
Q135352067,Akitsu Ōji Shrine,秋津王子,Kuil Akitsu Ōji,Kuil,akitsuōji,Akitosi,tomo sewi Akitosi
Q79733806,Akiu Shrine,秋保神社,Kuil Akiu,Kuil,akiu,Akiju,tomo sewi Akiju
Q134597383,Akiyama Shrine,秋山神社,Kuil Akiyama,Kuil,akiyama,Akijama,tomo sewi Akijama
Q56195170,Akiyama Kasuga Shrine,春日神社,Kuil Akiyama Kasuga,Kuil,akiyamakasuga,Akijamakasuka,tomo sewi Akijamakasuka
Q134597366,Akoku Shrine,窪谷神社,Kuil Akoku,Kuil,akoku,Akoku,tomo sewi Akoku
Q17191164,Akone Yashiro,茜社,Kuil Akone Yashiro,Kuil,akoneyashiro,Akonejasilo,tomo sewi Akonejasilo
Q135041060,Akono Shrine,阿吾神社,Kuil Akono,Kuil,akono,Akono,tomo sewi Akono
Q135040700,Akotanino Shrine,森神社,Kuil Akotanino,Kuil,akotanino,Akotanino,tomo sewi Akotanino
Q135039560,Akuhino Shrine,阿久比神社,Kuil Akuhino,Kuil,akuhino,Akupino,tomo sewi Akupino
Q11450181,Akumi Kanbe Shinmeisha,安久美神戸神明社,Kuil Akumi Kanbe Shinmeisha,Kuil,akumikanbeshinmeisha,Akumikanpesinmesija,tomo sewi Akumikanpesinmesija
Q28682730,Akunami Shrine,飽波神社,Kuil Akunami,Kuil,akunami,Akunami,tomo sewi Akunami
Q11657135,Akuto Shrine,阿久刀神社,Kuil Akuto,Kuil,akuto,Akuto,tomo sewi Akuto
Q16929418,Akō Shrine,阿緱神社,Kuil Akō,Kuil,akō,Ako,tomo sewi Ako
Q128867067,Akōji Shrine,悪王子神社,Kuil Akōji,Kuil,akōji,Akosi,tomo sewi Akosi
Q97014165,Alishan Shrine,阿里山神社,Kuil Alishan,Kuil,alishan,Asijan,tomo sewi Asijan
Q135155738,Ama Shrine,天神社,Kuil Ama,Kuil,ama,Ama,tomo sewi Ama
Q17191773,Ama Kazukime Shrine,海士潜女神社,Kuil Ama Kazukime,Kuil,amakazukime,Amakasukime,tomo sewi Amakasukime
Q135027312,Ama no iwa to wake no kami Shrine,天石戸開神,Kuil Ama no iwa to wake no kami,Kuil,amanoiwatowakenokami,Amanowiwatowakenokami,tomo sewi Amanowiwatowakenokami
Q135041351,Ama-no-iwato-wake-toyotamahimeno Shrine,天石門別豊玉比売神社,Kuil Ama-no-iwato-wake-toyotamahimeno,Kuil,amanoiwatowaketoyotamahimeno,Amanowiwatowaketojotamapimeno,tomo sewi Amanowiwatowaketojotamapimeno
Q135270444,Ama-no-iwato-wake-toyotamahimeno Shrine,天石門別豊玉比売神社,Kuil Ama-no-iwato-wake-toyotamahimeno,Kuil,amanoiwatowaketoyotamahimeno,Amanowiwatowaketojotamapimeno,tomo sewi Amanowiwatowaketojotamapimeno
Q107410069,Amado Yasaka Shrine,天戸八坂神社,Kuil Amado Yasaka,Kuil,amadoyasaka,Amatojasaka,tomo sewi Amatojasaka
Q134956520,Amagane Shrine,天金神社,Kuil Amagane,Kuil,amagane,Amakane,tomo sewi Amakane
Q65258967,Amagaoka Wakamiya Shrine,天が岡若宮神社,Kuil Amagaoka Wakamiya,Kuil,amagaokawakamiya,Amakokawakamija,tomo sewi Amakokawakamija
Q22117785,Amagasaki Ebisu Shrine,尼崎戎神社,Kuil Amagasaki Ebisu,Kuil,amagasakiebisu,Amakasakijepisu,tomo sewi Amakasakijepisu
Q11442148,Amagasuka Sumiyoshi Shrine,天ヶ須賀住吉神社,Kuil Amagasuka Sumiyoshi,Kuil,amagasukasumiyoshi,Amakasukasumijosi,tomo sewi Amakasukasumijosi
Q128867081,Amagi Shrine,天城神社,Kuil Amagi,Kuil,amagi,Amaki,tomo sewi Amaki
Q135041209,Amahakarino Shrine,天計神社,Kuil Amahakarino,Kuil,amahakarino,Amapakalino,tomo sewi Amapakalino
Q135039865,Amahibiki-no-Mikoto Shrine,天比比岐命神社,Kuil Amahibiki-no-Mikoto,Kuil,amahibikinomikoto,Amapipikinomikoto,tomo sewi Amapipikinomikoto
Q135040747,Amahinatorino- Shrine,天日名鳥命神社,Kuil Amahinatorino-,Kuil,amahinatorino,Amapinatolino,tomo sewi Amapinatolino
Q11574285,Amakashi-ni-imasu Shrine,甘樫坐神社,Kuil Amakashi-ni-imasu,Kuil,amakashiniimasu,Amakasinimasu,tomo sewi Amakasinimasu
Q135041401,Amakawa Shrine,天川神社,Kuil Amakawa,Kuil,amakawa,Amakawa,tomo sewi Amakawa
Q135041158,Amakohino Shrine,雨祈神社,Kuil Amakohino,Kuil,amakohino,Amakopino,tomo sewi Amakopino
Q11658015,Amamikoso Shrine,阿麻美許曾神社,Kuil Amamikoso,Kuil,amamikoso,Amamikoso,tomo sewi Amamikoso
Q135198111,Amamurakumo Shrine,天村雲神社,Kuil Amamurakumo,Kuil,amamurakumo,Amamulakumo,tomo sewi Amamulakumo
Q135041330,Amamurakumono Shrine,天村雲神伊自波夜比売神社 二座,Kuil Amamurakumono,Kuil,amamurakumono,Amamulakumono,tomo sewi Amamulakumono
Q134988831,Amano Shrine,天野神社,Kuil Amano,Kuil,amano,Amano,tomo sewi Amano
Q135041281,Amano Shrine,海神社 三座,Kuil Amano,Kuil,amano,Amano,tomo sewi Amano
Q135041512,Amano Shrine,海神社,Kuil Amano,Kuil,amano,Amano,tomo sewi Amano
Q135040693,Amano Shrine,海神社,Kuil Amano,Kuil,amano,Amano,tomo sewi Amano
Q135270269,Amano Shrine,海神社,Kuil Amano,Kuil,amano,Amano,tomo sewi Amano
Q135197900,Amano Hachiman Shrine,天野八幡宮,Kuil Amano Hachiman,Kuil,amanohachiman,Amanopasiman,tomo sewi Amanopasiman
Q134957036,Amanohagoromo Shrine,天羽衣神社,Kuil Amanohagoromo,Kuil,amanohagoromo,Amanopakolomo,tomo sewi Amanopakolomo
Q107410068,Amanohashidate Shrine,天椅立神社,Kuil Amanohashidate,Kuil,amanohashidate,Amanopasitate,tomo sewi Amanopasitate
Q135040967,Amanohinatorino Shrine,神阿麻能比奈等理神社,Kuil Amanohinatorino,Kuil,amanohinatorino,Amanopinatolino,tomo sewi Amanopinatolino
Q135041106,Amanohohino- Shrine,支布佐神社,Kuil Amanohohino-,Kuil,amanohohino,Amanopopino,tomo sewi Amanopopino
Q135038794,Amanohohinomikotono Shrine,天穂日命神社,Kuil Amanohohinomikotono,Kuil,amanohohinomikotono,Amanopopinomikotono,tomo sewi Amanopopinomikotono
Q135041454,Amanoihatowakenoyasukunitama- Shrine,天石門別安国玉主天神社,Kuil Amanoihatowakenoyasukunitama-,Kuil,amanoihatowakenoyasukunitama,Amanowipatowakenojasukunitama,tomo sewi Amanowipatowakenojasukunitama
Q11443184,Amanoiwatate Shrine,天石立神社,Kuil Amanoiwatate,Kuil,amanoiwatate,Amanowiwatate,tomo sewi Amanowiwatate
Q2841102,Amanoiwato Shrine,天岩戸神社,Kuil Amanoiwato,Kuil,amanoiwato,Amanowiwato,tomo sewi Amanowiwato
Q11442563,Amanoiwato Shrine (Fukuchiyama),天岩戸神社 (福知山市),Kuil Amanoiwato (Fukuchiyama),Kuil,amanoiwato,Amanowiwato,tomo sewi Amanowiwato
Q48758292,Amanoiwatowake Shrine,天岩戸別神社,Kuil Amanoiwatowake,Kuil,amanoiwatowake,Amanowiwatowake,tomo sewi Amanowiwatowake
Q135039290,Amanokagoyamano Shrine,天香山神社,Kuil Amanokagoyamano,Kuil,amanokagoyamano,Amanokakojamano,tomo sewi Amanokakojamano
Q98082987,Amanokaguyama Shrine,天香山神社,Kuil Amanokaguyama,Kuil,amanokaguyama,Amanokakujama,tomo sewi Amanokakujama
Q135069203,Amanokaguyama Shrine,天香山神社,Kuil Amanokaguyama,Kuil,amanokaguyama,Amanokakujama,tomo sewi Amanokakujama
Q135039033,Amanokakoyamano- Shrine,天香山坐櫛真命神社,Kuil Amanokakoyamano-,Kuil,amanokakoyamano,Amanokakojamano,tomo sewi Amanokakojamano
Q135193728,Amanokawa no Mikoto Shrine,天川命神社,Kuil Amanokawa no Mikoto,Kuil,amanokawanomikoto,Amanokawanomikoto,tomo sewi Amanokawanomikoto
Q124496687,Amanomurakumo Shrine,天村雲神社,Kuil Amanomurakumo,Kuil,amanomurakumo,Amanomulakumo,tomo sewi Amanomulakumo
Q135041530,Amanotakutsutamano- Shrine,天神多久頭多麻命神社,Kuil Amanotakutsutamano-,Kuil,amanotakutsutamano,Amanotakututamano,tomo sewi Amanotakututamano
Q135186297,Amano‑Kaguyama Shrine,天香山神社,Kuil Amano‑Kaguyama,Kuil,amano‑kaguyama,Amanokakujama,tomo sewi Amanokakujama
Q135425374,Amanuma Inari Shrine,天沼稲荷神社,Kuil Amanuma Inari,Kuil,amanumainari,Amanumanali,tomo sewi Amanumanali
Q17191796,Amanuma Kumano Shrine,天沼熊野神社,Kuil Amanuma Kumano,Kuil,amanumakumano,Amanumakumano,tomo sewi Amanumakumano
Q135434197,Amaotsu Shrine,天乙神社,Kuil Amaotsu,Kuil,amaotsu,Amotu,tomo sewi Amotu
Q127783765,Amasashihikonomikoto Shrine,天佐志比古命神社,Kuil Amasashihikonomikoto,Kuil,amasashihikonomikoto,Amasasipikonomikoto,tomo sewi Amasasipikonomikoto
Q11442221,Amasashinowake Shrine,天佐自能和氣神社,Kuil Amasashinowake,Kuil,amasashinowake,Amasasinowake,tomo sewi Amasasinowake
Q135040973,Amashirohikono Shrine,大穴持海代日古神社,Kuil Amashirohikono,Kuil,amashirohikono,Amasilopikono,tomo sewi Amasilopikono
Q135040974,Amashirohimeno Shrine,大穴持海代日女神社,Kuil Amashirohimeno,Kuil,amashirohimeno,Amasilopimeno,tomo sewi Amasilopimeno
Q135041144,Amatakekanakaya Shrine,天健金草神社,Kuil Amatakekanakusano,Kuil,amatakekanakusano,Amatakekanakusano,tomo sewi Amatakekanakusano
Q135039285,Amatamitsu- Shrine,大海田水代大刀自神社,Kuil Amatamitsu-,Kuil,amatamitsu,Amatamitu,tomo sewi Amatamitu
Q11659781,Amatarashi Shrine,雨降神社,Kuil Amatarashi,Kuil,amatarashi,Amatalasi,tomo sewi Amatalasi
Q60988940,Amaterasu Mioya Shrine,天照御祖神社,Kuil Amaterasu Mioya,Kuil,amaterasumioya,Amatelasumijoja,tomo sewi Amatelasumijoja
Q20038509,Amaterasu Sumemioya Shrine,天照皇御祖神社,Kuil Amaterasu Sumemioya,Kuil,amaterasusumemioya,Amatelasusumemijoja,tomo sewi Amatelasusumemijoja
Q11442909,Amaterasu-sumeōkami,天照皇大神,Kuil Amaterasu-sumeōkami,Kuil,amaterasusumeōkami,Amatelasusumejokami,tomo sewi Amatelasusumejokami
Q123118284,Amateru Shrine,阿麻氐留神社,Kuil Amateru,Kuil,amateru,Amatelu,tomo sewi Amatelu
Q135041549,Amateruno Shrine,阿麻弖留神社,Kuil Amateruno,Kuil,amateruno,Amateluno,tomo sewi Amateluno
Q135040531,Amaterutamano- Shrine,天照玉命神社,Kuil Amaterutamano-,Kuil,amaterutamano,Amatelutamano,tomo sewi Amatelutamano
Q172253,Amatsu Shrine,天津神社,Kuil Amatsu,Kuil,amatsu,Amatu,tomo sewi Amatu
Q11442798,Amatsu Shrine,天津神社,Kuil Amatsu,Kuil,amatsu,Amatu,tomo sewi Amatu
Q11442797,Amatsu Shrine,天津神社,Kuil Amatsu,Kuil,amatsu,Amatu,tomo sewi Amatu
Q17191791,Amatsu Shrine,天津神社,Kuil Amatsu,Kuil,amatsu,Amatu,tomo sewi Amatu
Q124496731,Amatsu Shrine,天津神社,Kuil Amatsu,Kuil,amatsu,Amatu,tomo sewi Amatu
Q134598090,Amatsu Shrine,天津神社,Kuil Amatsu,Kuil,amatsu,Amatu,tomo sewi Amatu
Q134988938,Amatsu Shrine,天津神社,Kuil Amatsu,Kuil,amatsu,Amatu,tomo sewi Amatu
Q134988964,Amatsu Shrine,天津神社,Kuil Amatsu,Kuil,amatsu,Amatu,tomo sewi Amatu
Q135197898,Amatsu Shrine,天津神社,Kuil Amatsu,Kuil,amatsu,Amatu,tomo sewi Amatu
Q11442801,Amatsu Shrine (Narashino City),天津神社 (習志野市),Kuil Amatsu (Narashino),Kuil,amatsu,Amatu,tomo sewi Amatu
Q135038769,Amatsu-ihatowakewaka-himeno Shrine,天津石門別稚姫神社,Kuil Amatsu-ihatowakewaka-himeno,Kuil,amatsuihatowakewakahimeno,Amatuwipatowakewakapimeno,tomo sewi Amatuwipatowakewakapimeno
Q11659673,Amatsubo Shrine,雨壷神社,Kuil Amatsubo,Kuil,amatsubo,Amatupo,tomo sewi Amatupo
Q111024413,Amatsuhi Shrine,天津日神社,Kuil Amatsuhi,Kuil,amatsuhi,Amatupi,tomo sewi Amatupi
Q135000256,Amatsuhi Shrine,天津日神社,Kuil Amatsuhi,Kuil,amatsuhi,Amatupi,tomo sewi Amatupi
Q135039024,Amatsuihatowakeno Shrine,天津石門別神社,Kuil Amatsuihatowakeno,Kuil,amatsuihatowakeno,Amatuwipatowakeno,tomo sewi Amatuwipatowakeno
Q135039870,Amatsukahano- Shrine,天川命神社,Kuil Amatsukahano-,Kuil,amatsukahano,Amatukapano,tomo sewi Amatukapano
Q107410066,Amatsukasahiko Shrine,天都賀佐比古神社,Kuil Amatsukasahiko,Kuil,amatsukasahiko,Amatukasapiko,tomo sewi Amatukasapiko
Q107410067,Amatsukasahiko Shrine,天津賀佐彦神社,Kuil Amatsukasahiko,Kuil,amatsukasahiko,Amatukasapiko,tomo sewi Amatukasapiko
Q135041313,Amatsukasahikono Shrine,天都賀佐毘古神社,Kuil Amatsukasahikono,Kuil,amatsukasahikono,Amatukasapikono,tomo sewi Amatukasapikono
Q111024123,Amatsunichi Shrine,天津日神社,Kuil Amatsunichi,Kuil,amatsunichi,Amatunisi,tomo sewi Amatunisi
Q135041133,Amatsuno Shrine,天津神社,Kuil Amatsuno,Kuil,amatsuno,Amatuno,tomo sewi Amatuno
Q135041333,Amatsunumahikono Shrine,天水沼間比古神天水塞比売神社 二座,Kuil Amatsunumahikono,Kuil,amatsunumahikono,Amatunumapikono,tomo sewi Amatunumapikono
Q135270441,Amatsunumahikono Shrine,天水沼間比古神天水塞比売神社 二座,Kuil Amatsunumahikono,Kuil,amatsunumahikono,Amatunumapikono,tomo sewi Amatunumapikono
Q11442354,Amawake Toyohime Shrine,天別豊姫神社,Kuil Amawake Toyohime,Kuil,amawaketoyohime,Amawaketojopime,tomo sewi Amawaketojopime
Q135069908,Amayo Shrine,雨夜神社,Kuil Amayo,Kuil,amayo,Amajo,tomo sewi Amajo
Q135040144,Amayono Shrine,雨夜神社,Kuil Amayono,Kuil,amayono,Amajono,tomo sewi Amajono
Q63891125,Amayukawata Shrine,天湯川田神社,Kuil Amayukawata,Kuil,amayukawata,Amajukawata,tomo sewi Amajukawata
Q11442508,Ame-Futotama-no-Mikoto Shrine,天太玉命神社,Kuil Ame-Futotama-no-Mikoto,Kuil,amefutotamanomikoto,Ameputotamanomikoto,tomo sewi Ameputotamanomikoto
Q135098895,Ame-no-Mikumari-toyoura Shrine,天水分豊浦命神社,Kuil Ame-no-Mikumari-toyoura,Kuil,amenomikumaritoyoura,Amenomikumalitojola,tomo sewi Amenomikumalitojola
Q134594948,Ame-no-Minakanushi Shrine,天御中主神社,Kuil Ame-no-Minakanushi,Kuil,amenominakanushi,Amenominakanusi,tomo sewi Amenominakanusi
Q134594957,Ame-no-Minakanushi Shrine,天御中主神社,Kuil Ame-no-Minakanushi,Kuil,amenominakanushi,Amenominakanusi,tomo sewi Amenominakanusi
Q134595644,Ame-no-Minakanushi Shrine,天御中主神社,Kuil Ame-no-Minakanushi,Kuil,amenominakanushi,Amenominakanusi,tomo sewi Amenominakanusi
Q134595227,Ame-no-Minakanushi Shrine,天御中主神社,Kuil Ame-no-Minakanushi,Kuil,amenominakanushi,Amenominakanusi,tomo sewi Amenominakanusi
Q134595886,Ame-no-Minakanushi Shrine,天御中主神社,Kuil Ame-no-Minakanushi,Kuil,amenominakanushi,Amenominakanusi,tomo sewi Amenominakanusi
Q134595966,Ame-no-Minakanushi Shrine,天御中主神社,Kuil Ame-no-Minakanushi,Kuil,amenominakanushi,Amenominakanusi,tomo sewi Amenominakanusi
Q134598849,Ame-no-Minakanushi Shrine,天御中主神社,Kuil Ame-no-Minakanushi,Kuil,amenominakanushi,Amenominakanusi,tomo sewi Amenominakanusi
Q134603245,Ame-no-Minakanushi Shrine,天御中主神社,Kuil Ame-no-Minakanushi,Kuil,amenominakanushi,Amenominakanusi,tomo sewi Amenominakanusi
Q134604537,Ame-no-Minakanushi Shrine,天御中主神社,Kuil Ame-no-Minakanushi,Kuil,amenominakanushi,Amenominakanusi,tomo sewi Amenominakanusi
Q134604568,Ame-no-Minakanushi Shrine,天御中主神社,Kuil Ame-no-Minakanushi,Kuil,amenominakanushi,Amenominakanusi,tomo sewi Amenominakanusi
Q135433723,Ame-no-Minakanushi Shrine,天御中主神社,Kuil Ame-no-Minakanushi,Kuil,amenominakanushi,Amenominakanusi,tomo sewi Amenominakanusi
Q135433911,Ame-no-Minakanushi Shrine,天御中主神社,Kuil Ame-no-Minakanushi,Kuil,amenominakanushi,Amenominakanusi,tomo sewi Amenominakanusi
Q135434312,Ame-no-Minakanushi Shrine,天御中主神社,Kuil Ame-no-Minakanushi,Kuil,amenominakanushi,Amenominakanusi,tomo sewi Amenominakanusi
Q135434492,Ame-no-Minakanushi Shrine,天御中主神社,Kuil Ame-no-Minakanushi,Kuil,amenominakanushi,Amenominakanusi,tomo sewi Amenominakanusi
Q135433681,Ame-no-Minakanushi Shrine,天御中主神社,Kuil Ame-no-Minakanushi,Kuil,amenominakanushi,Amenominakanusi,tomo sewi Amenominakanusi
Q30934659,Ame-no-Miya Shrine,天宮神社,Kuil Ame-no-Miya,Kuil,amenomiya,Amenomija,tomo sewi Amenomija
Q11442606,Ame-no-Tanagao Shrine,天手長男神社,Kuil Ame-no-Tanagao,Kuil,amenotanagao,Amenotanako,tomo sewi Amenotanako
Q135041506,Ame-no-Tanakawono Shrine,天手長男神社,Kuil Ame-no-Tanakawono,Kuil,amenotanakawono,Amenotanakono,tomo sewi Amenotanakono
Q24863642,Ame-no-Toyotarashikara-hime-no-mikoto Shrine,天豊足柄姫命神社,Kuil Ame-no-Toyotarashikara-hime-no-mikoto,Kuil,amenotoyotarashikarahimenomikoto,Amenotojotalasikalapimenomikoto,tomo sewi Amenotojotalasikalapimenomikoto
Q134886638,Ame-no-Toyōke Shrine,天豊受神社,Kuil Ame-no-Toyōke,Kuil,amenotoyōke,Amenotojoke,tomo sewi Amenotojoke
Q135194884,"Amehikagehime Shrine (Nishibaba, Nakanoto Town)",天日陰比咩神社（中能登町西馬場）,"Kuil Amehikagehime (Nishibaba, Nakanoto)",Kuil,amehikagehime,Amepikakepime,tomo sewi Amepikakepime
Q135194883,"Amehikage‑Hime Shrine (Ninomiya, Nakanoto Town)",天日陰比咩神社（中能登町二宮子）,"Kuil Amehikage‑Hime (Ninomiya, Nakanoto)",Kuil,amehikage‑hime,Amepikakepime,tomo sewi Amepikakepime
Q135040317,Amehikake- Shrine,天日陰比咩神社,Kuil Amehikake-,Kuil,amehikake,Amepikake,tomo sewi Amepikake
Q135098991,Amehimewakamikono Shrine,天比女若御子神社,Kuil Amehimewakamikono,Kuil,amehimewakamikono,Amepimewakamikono,tomo sewi Amepimewakamikono
Q135041190,Ameihatowakeno Shrine,天石門別神社,Kuil Ameihatowakeno,Kuil,ameihatowakeno,Amepatowakeno,tomo sewi Amepatowakeno
Q11442211,Ameku-gū,天久宮,Kuil Ameku-gū,Kuil,amekugū,Amekuku,tomo sewi Amekuku
Q135040141,Amekunihimeno Shrine,天国津比咩神社 （天國津比咩神社）,Kuil Amekunihimeno,Kuil,amekunihimeno,Amekunipimeno,tomo sewi Amekunipimeno
Q135040140,Amekunitsuhikono Shrine,天国津彦神社,Kuil Amekunitsuhikono,Kuil,amekunitsuhikono,Amekunitupikono,tomo sewi Amekunitupikono
Q135041171,Amemahitotsunono Shrine,天目一神社・平野神社,Kuil Amemahitotsunono,Kuil,amemahitotsunono,Amemapitotunono,tomo sewi Amemapitotunono
Q134594959,Ameno Minakanushi Shrine,天御中主神社,Kuil Ameno Minakanushi,Kuil,amenominakanushi,Amenominakanusi,tomo sewi Amenominakanusi
Q11442597,Ameno Shirahano Shrine,天志良波神社,Kuil Ameno Shirahano,Kuil,amenoshirahano,Amenosilapano,tomo sewi Amenosilapano
Q135041507,Ameno-tanakahimeno Shrine,天手長比売神社社,Kuil Ameno-tanakahimeno,Kuil,amenotanakahimeno,Amenotanakapimeno,tomo sewi Amenotanakapimeno
Q135039761,Amenohayatamahimeno- Shrine,天速玉姫命神社,Kuil Amenohayatamahimeno-,Kuil,amenohayatamahimeno,Amenopajatamapimeno,tomo sewi Amenopajatamapimeno
Q135039363,Amenohitokuhatano Shrine,天一鍬田神社,Kuil Amenohitokuhatano,Kuil,amenohitokuhatano,Amenopitokupatano,tomo sewi Amenopitokupatano
Q17191844,Amenohohinomikoto Shrine,天穂日命神社,Kuil Amenohohinomikoto,Kuil,amenohohinomikoto,Amenopopinomikoto,tomo sewi Amenopopinomikoto
Q135038843,Amenoihasuhino Shrine,天乃石吸神社,Kuil Amenoihasuhino,Kuil,amenoihasuhino,Amenowipasupino,tomo sewi Amenowipasupino
Q135039864,Amenoihatowakenotono Shrine,天石門別命神社,Kuil Amenoihatowakenotono,Kuil,amenoihatowakenotono,Amenowipatowakenotono,tomo sewi Amenowipatowakenotono
Q11442345,Amenokoyanenomikoto Shrine,天児屋根命神社,Kuil Amenokoyanenomikoto,Kuil,amenokoyanenomikoto,Amenokojanenomikoto,tomo sewi Amenokojanenomikoto
Q135098973,Amenomikono- Shrine,天御子神社 二座,Kuil Amenomikono-,Kuil,amenomikono,Amenomikono,tomo sewi Amenomikono
Q134598128,Amenominakanushi Shrine,天御中主神社,Kuil Amenominakanushi,Kuil,amenominakanushi,Amenominakanusi,tomo sewi Amenominakanusi
Q135434447,Amenominakanushi Shrine,天御中主神社,Kuil Amenominakanushi,Kuil,amenominakanushi,Amenominakanusi,tomo sewi Amenominakanusi
Q135433536,Amenominakanushi Shrine,天之御中主神社,Kuil Amenominakanushi,Kuil,amenominakanushi,Amenominakanusi,tomo sewi Amenominakanusi
Q135434485,Amenominakanushi Shrine,天之御中主神社,Kuil Amenominakanushi,Kuil,amenominakanushi,Amenominakanusi,tomo sewi Amenominakanusi
Q134989457,Amenomiya Shrine,雨之宮神社,Kuil Amenomiya,Kuil,amenomiya,Amenomija,tomo sewi Amenomija
Q135041529,Amenomorohanomikoto Shrine,天諸羽命神社,Kuil Amenomorohanomikoto,Kuil,amenomorohanomikoto,Amenomolopanomikoto,tomo sewi Amenomolopanomikoto
Q54153272,Amenotakechi Shrine,天高市神社,Kuil Amenotakechi,Kuil,amenotakechi,Amenotakesi,tomo sewi Amenotakesi
Q135155257,Ameshiraha Shrine,天白羽神社,Kuil Ameshiraha,Kuil,ameshiraha,Amesilapa,tomo sewi Amesilapa
Q135098994,Amesusuno Shrine,天鈴神社,Kuil Amesusuno,Kuil,amesusuno,Amesusuno,tomo sewi Amesusuno
Q135041283,Ametachikarawono Shrine,天手力男神社,Kuil Ametachikarawono,Kuil,ametachikarawono,Ametasikalono,tomo sewi Ametasikalono
Q135098990,Ametotsurukino Shrine,天利剣神社 （天利劔神社）,Kuil Ametotsurukino,Kuil,ametotsurukino,Ametotulukino,tomo sewi Ametotulukino
Q135039676,Ametsuseno- Shrine,阿米都瀬気多知命神社,Kuil Ametsuseno-,Kuil,ametsuseno,Ametuseno,tomo sewi Ametuseno
Q135270422,Ametsuseno- Shrine,阿米都瀬気多知命神社,Kuil Ametsuseno-,Kuil,ametsuseno,Ametuseno,tomo sewi Ametuseno
Q135040961,Amewakahikono Shrine,天若日子神社,Kuil Amewakahikono,Kuil,amewakahikono,Amewakapikono,tomo sewi Amewakapikono
Q135040970,Amewakahikono Shrine,天若日子神社,Kuil Amewakahikono,Kuil,amewakahikono,Amewakapikono,tomo sewi Amewakapikono
Q135039833,Ameyahotsurano Shrine,天八百列神社,Kuil Ameyahotsurano,Kuil,ameyahotsurano,Amejapotulano,tomo sewi Amejapotulano
Q135040139,Ameyahoyorotsu- Shrine,天八百万比咩神社 （天八百萬比咩神社）,Kuil Ameyahoyorotsu-,Kuil,ameyahoyorotsu,Amejapojolotu,tomo sewi Amejapojolotu
Q135041311,Ameyoritateno Shrine,天椅立神社,Kuil Ameyoritateno,Kuil,ameyoritateno,Amejolitateno,tomo sewi Amejolitateno
